         18571687 function calls (17837496 primitive calls) in 21.574 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:4002(set_navigate_mode)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1805(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
      140    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:63(_recreate_cm)
       88    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1209(score_size)
       88    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1145(score_style)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:854(get_linewidth)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numeric.py:63(_zeros_like_dispatcher)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:761(p_typed_var_list)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:308(p_domain_list)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:33(get_fig_manager)
       26    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:337(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/genericpath.py:16(exists)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:373(p_pvar_def)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:233(_extract_actions)
      110    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:96(enums)
       78    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:409(__subclasshook__)
       88    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1162(score_variant)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:283(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:3930(get_mutation_scale)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Env/RDDLEnvSeeder.py:21(Next)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:547(_check_iteration_variables)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:727(_array_split_dispatcher)
        8    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:986(__setattr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
       50    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2678(get_layout_engine)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:275(p_rddl_block)
       86    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:304(param_types)
       72    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:43(cached_object_type)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:147(_extract_default_value)
       74    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       40    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1108(get_zorder)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:122(set_height_ratios)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:32(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1263(__init__)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:146(_type_check)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1791(transform_non_affine)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:376(abspath)
       98    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:312(variable_types)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:3060(get_tokens)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:103(__eq__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2904(set_canvas)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:969(ravel_multi_index)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/layout_engine.py:82(adjust_compatible)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:82(__init__)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:968(p_nonfluent_list)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:398(p_actionfluent_def)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       69    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:405(object_name)
       20    0.000    0.000    0.000    0.000 {built-in method time.time}
       66    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:447(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:292(p1)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:770(p_typed_var)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:761(_isin_dispatcher)
       26    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:347(<dictcomp>)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1976(_shape_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:566(ground_ranges_from_dict)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:947(__init__)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/widgets.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:243(_extract_derived_and_interm)
       52    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:401(is_free_variable)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/function_base.py:5005(_meshgrid_dispatcher)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLValueInitializer.py:88(<listcomp>)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:786(get_facecolor)
       66    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:346(<genexpr>)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       10    0.000    0.000    0.000    0.000 /workspaces/rddl_training_data_producer/agents.py:7(__init__)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2146(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:612(unwrap)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:868(_parse_flags)
       26    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:442(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:22(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:337(normpath)
       16    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:663(<listcomp>)
       30    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:725(<lambda>)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:330(p_type_list)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:2978(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:362(__subclasshook__)
       30    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/layout_engine.py:72(colorbar_gridspec)
       67    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:200(cpfs)
       10    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:628(p_quantifier_expr)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:293(p_domain_block)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:100(set_width_ratios)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:894(p_instance_block)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:573(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:583(groundstatesranges)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:595(p_group_expr)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:732(__init__)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:339(p_type_def)
       42    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:169(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:963(p_nonfluent_block)
       37    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:47(cached_is_fluent)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
       10    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:147(<dictcomp>)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2150(get_affine)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1895(device_pixel_ratio)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:985(p_objects_list)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/storage.py:345(_dtype_to_storage_type_map)
       36    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:58(is_state_fluent)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       26    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:60(is_traced)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:112(states)
       63    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       14    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:1435(__init__)
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:222(_value_list_or_scalar_from_default)
       40    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:254(_extract_observ)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:267(_remove_dups_flatten)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:515(<genexpr>)
       30    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:589(groundactionsranges)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1690(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLevelAnalysis.py:169(_validate_cpf_definitions)
        5    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:208(t_DOUBLE)
       20    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        8    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:935(_is_dunder)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:925(p_domain_section)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:604(p_relational_expr)
       23    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/domain.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/logging/__init__.py:1366(_fixupParents)
       30    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:88(objects_rev)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:851(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       41    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:200(t_VAR)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:939(p_init_state_section)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/typing_extensions.py:182(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:116(__init__)
       14    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/package/package_importer.py:692(_patched_getfile)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:995(p_objects_def)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1076(set_in_layout)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/nonfluents.py:30(__init__)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/PIL/Image.py:503(size)
       54    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:352(_extract_constraints)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/os.py:1080(__subclasshook__)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:381(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:551(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:431(p_cpf_header)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/PIL/Image.py:507(mode)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:271(p_rddl)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        9    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_weakrefset.py:39(_remove)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:425(p_cpf_section)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:649(p_aggregation_expr)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:949(p_horizon_spec_section)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/typing.py:137(_type_convert)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:298(p_req_section)
       10    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:87(<dictcomp>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       20    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:213(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:225(input)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:1093(_print_verbose)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:873(p_pos_int_type_or_pos_inf)
        5    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        3    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:629(_is_wrapper)
        7    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:721(<lambda>)
       11    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/layout_engine.py:125(execute)
        2    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/typing_extensions.py:170(_should_collect_from_parameters)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2747(destroy)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/cpf.py:27(__init__)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:62(is_action_fluent)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:980(p_init_non_fluent_section)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:2939(__init__)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:738(__exit__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:558(__init__)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:735(__enter__)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2974(_prod_dispatcher)
       12    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/pvariable.py:50(is_non_fluent)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:359(p_pvar_section)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:325(p_type_section)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:929(p_nonfluents_section)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        2    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:1744(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLLiftedModel.py:364(_extract_max_actions)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:251(input)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:934(p_objects_section)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:958(p_discount_section)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:450(p_reward_section)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:944(p_max_nondef_actions_section)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2763(set_window_title)
       12    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
