         18571687 function calls (17837496 primitive calls) in 21.574 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      900    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:480(_trace_arithmetic)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/PIL/Image.py:374(_getdecoder)
       60    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:520(object_counts)
      213    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:327(max)
       20    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:849(__init__)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:74(get_geometry)
      560    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:714(isDefault_majfmt)
      820    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:884(get_clip_on)
      663    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:247(__setitem__)
      740    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/text.py:805(get_color)
       78    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:567(p_expr)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:503(set_hatch)
        1    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1518(_cached_realpath)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numerictypes.py:229(obj2sctype)
      180    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/_weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:391(realpath)
        2    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/gym/spaces/dict.py:54(__init__)
      190    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:209(_assert_stacked_square)
      660    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:609(num2)
      950    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:345(get_path)
      880    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:845(get_animated)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:216(get_offset_transform)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1757(<lambda>)
      540    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend.py:729(_get_loc)
       88    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1107(_expand_aliases)
      900    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:617(get_gridspec)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:581(_module_repr_from_spec)
      818    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:105(_set_new_active_manager)
       30    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:100(get_active)
      860    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:429(is_transform_set)
       80    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:3089(<listcomp>)
      968    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      580    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:849(get_in_layout)
      880    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:888(get_clip_box)
      950    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:303(get_marker)
       38    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:1008(p_pvar_inst_list)
      180    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend.py:1091(get_bbox_to_anchor)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:695(__hash__)
      780    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:71(_bbox_artist)
       36    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:544(p_term_list)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:848(_set_extremes)
      340    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       80    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/weakref.py:69(__call__)
      190    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:153(_realType)
      330    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:287(tell)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:32(__init__)
       99    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/inspect.py:850(getmodule)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/posixpath.py:400(_joinrealpath)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:126(__init__)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:333(_setdefaults)
      210    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:734(unit_rectangle)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:2452(_unit_change_handler)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/path.py:804(unit_circle)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:2300(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:322(<genexpr>)
      140    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/numeric.py:1855(isscalar)
      410    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:161(__len__)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2979(prod)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2736(axes)
      100    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/weakref.py:508(setdefault)
       48    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/gym/spaces/discrete.py:20(__init__)
      249    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:1384(__init__)
       72    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:29(_append)
       80    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/warnings.py:477(__exit__)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1756(<lambda>)
      590    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1089(get_label)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_tight_layout.py:76(<genexpr>)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:517(_half_fill)
       32    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:584(p_pvar_expr)
      142    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:709(max)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:757(_trace_random)
      120    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:267(<genexpr>)
      430    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:855(_set_autoscale_on)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/gridspec.py:442(<listcomp>)
      110    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:177(_check_types)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_tight_layout.py:226(<dictcomp>)
      260    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1025(minposy)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2142(_set_artist_props)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/layout_engine.py:140(__init__)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:2050(get_edgecolor)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:173(__init__)
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:535(__init__)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:2056(get_facecolor)
       10    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
      265    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/sre_parse.py:112(__init__)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:677(__init__)
        6    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLObjectsTracer.py:836(_trace_random_other)
      740    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:672(flipy)
      190    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
      190    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/linalg/linalg.py:130(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:2028(bind_callables)
      130    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:3516(mask)
       40    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:435(set_pickradius)
      180    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:79(<listcomp>)
   110/60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2402(<lambda>)
      240    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:452(set_useOffset)
      140    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3176(ndim)
       10    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/random.py:119(__init__)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:730(isDefault_minfmt)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:2242(<dictcomp>)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/projections/__init__.py:98(get_projection_class)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:722(isDefault_minloc)
       10    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:259(disconnect)
       20    0.000    0.000    0.000    0.000 /home/codespace/.python/current/lib/python3.10/weakref.py:368(__init__)
      480    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1689(<dictcomp>)
       60    0.000    0.000    0.000    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:2241(<listcomp>)
